job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
Computer Vision Engineer,43486,85,75,19.175880245397664
Software Engineer AI,89722,73,16,74.85414065079613
NLP Engineer,62144,94,76,48.38665011500218
Computer Vision Engineer,196223,86,45,11.85775613828242
Software Engineer AI,80152,57,86,60.94251712312324
Software Engineer AI,77753,60,94,68.9159039369389
Research Scientist,176111,62,24,53.17577224098688
NLP Engineer,199637,18,10,63.97333536102939
Computer Vision Engineer,86821,5,13,54.1269563039754
Software Engineer AI,92235,74,70,76.9193815182851
AI Engineer,29628,70,82,28.28730938557792
Computer Vision Engineer,28000,77,71,38.027774470613814
Data Scientist,62633,80,14,25.228740355346915
Data Scientist,31334,2,86,42.71915680201829
Computer Vision Engineer,123834,8,28,15.692226234510365
AI Engineer,87163,64,58,100.0
Research Scientist,152160,29,12,36.387327195837486
NLP Engineer,97497,31,77,61.53989156214963
Research Scientist,72494,52,12,64.78691251288961
Software Engineer AI,55189,19,3,73.7660450682117
AI Engineer,110972,31,73,66.74239826582769
Computer Vision Engineer,142895,6,70,95.30490075329166
NLP Engineer,80850,64,49,28.60530658592355
Software Engineer AI,96316,56,58,5.988472029889088
Software Engineer AI,148906,46,39,71.11128118450787
AI Engineer,162887,19,28,40.40607595929168
Research Scientist,102359,57,43,68.15784357298607
Data Scientist,166170,96,99,40.48097149186085
Research Scientist,112906,6,41,69.10338920601545
Research Scientist,179001,57,60,37.05416714855695
Data Scientist,96585,50,12,72.10211166782048
NLP Engineer,159674,17,25,66.94370267757618
Research Scientist,83486,94,1,83.87983512716605
Computer Vision Engineer,84389,73,46,66.28586171519976
Software Engineer AI,94097,20,72,53.376503690695905
Computer Vision Engineer,108115,81,14,64.54091332868374
Computer Vision Engineer,135779,46,71,25.603510341427935
Research Scientist,101616,24,71,81.56379694999613
Data Scientist,202156,51,19,53.00325997163278
AI Engineer,34791,55,70,60.382061766505416
NLP Engineer,86990,47,85,48.90711240399303
Research Scientist,144076,26,75,46.54174093104696
Machine Learning Engineer,198600,30,54,20.666999925484397
AI Engineer,190780,99,90,59.87822985497968
AI Engineer,64593,50,2,54.48103699281808
Data Scientist,115949,66,84,44.803861761201674
Machine Learning Engineer,179696,80,22,73.86266072080387
NLP Engineer,167600,28,30,67.05483702734864
AI Engineer,150514,59,13,63.18629549469008
Data Scientist,103750,67,77,32.266988140704846
Research Scientist,65456,100,52,32.34732231220924
Computer Vision Engineer,87795,59,78,54.64483427641809
Research Scientist,79658,45,46,42.20375412161775
Computer Vision Engineer,94951,46,20,34.63961174343204
NLP Engineer,45428,91,20,61.26867587726518
Computer Vision Engineer,38993,51,39,80.77626787609255
Software Engineer AI,153833,96,77,63.91204818344688
NLP Engineer,86798,91,29,45.03431961952336
Data Analyst,53368,78,85,69.64239079650457
AI Engineer,28000,73,31,68.16191651471526
Data Scientist,170904,7,61,30.994891574065072
Data Analyst,28000,58,86,71.84905467907073
Data Analyst,55764,36,70,64.48392329694197
Data Scientist,61314,75,88,73.14696575070153
AI Engineer,80588,63,42,63.60794126300756
Computer Vision Engineer,82029,7,95,77.60303125811166
Computer Vision Engineer,93721,91,44,37.66906021482224
Data Scientist,65048,89,27,30.109400620775777
Data Scientist,196159,64,77,31.52402653548914
NLP Engineer,67876,94,18,73.61540962874578
Machine Learning Engineer,100453,58,94,64.60741142830595
AI Engineer,37584,8,10,45.912182812459875
Machine Learning Engineer,94234,94,26,11.360102097631312
AI Engineer,44157,55,78,37.68965305019872
Software Engineer AI,87945,10,90,46.774816351382015
Software Engineer AI,188465,15,40,75.68744818965092
Computer Vision Engineer,68258,80,92,77.64748715904528
AI Engineer,91186,71,20,63.90745443024075
AI Engineer,57868,5,17,64.69703012471118
NLP Engineer,85431,14,59,50.941784406604505
NLP Engineer,107194,24,1,51.945199389330874
Machine Learning Engineer,68447,10,55,67.62627614215123
Research Scientist,203468,13,21,56.24062702724873
Research Scientist,71500,8,35,46.017652805038495
NLP Engineer,80696,91,43,23.58394333702099
Data Scientist,141904,40,4,53.26444299804316
Software Engineer AI,76763,4,58,68.8008862304018
Software Engineer AI,144210,57,29,60.865492141009625
Data Analyst,51362,82,33,76.10995788315537
Software Engineer AI,68486,40,13,27.935302147615744
Computer Vision Engineer,76360,69,37,51.6840330658036
AI Engineer,63090,50,100,61.94132671200004
Data Scientist,67102,8,68,83.50630479469663
Research Scientist,79506,46,35,24.197524194196788
AI Engineer,122332,59,42,65.82966471409834
Data Analyst,72282,35,49,82.47522805679337
Machine Learning Engineer,62442,81,71,92.54393665934964
AI Engineer,89647,21,80,61.115223993580216
Computer Vision Engineer,36977,38,20,58.47466569954855
AI Engineer,150133,62,51,69.0917380277526
NLP Engineer,73260,4,1,48.73903865140005
AI Engineer,123881,85,53,66.35762413544137
Computer Vision Engineer,212801,21,92,44.021971098907585
Data Analyst,102614,20,11,50.38949567685359
Data Scientist,145959,7,29,37.47865568328302
Machine Learning Engineer,182130,25,42,70.0007237991384
Data Scientist,69354,30,83,54.071988649646514
Research Scientist,40638,67,61,91.80319641924468
AI Engineer,94972,78,93,61.6280051447841
AI Engineer,165071,95,38,43.59399157208897
Data Scientist,71062,25,83,60.87012152045846
Data Analyst,108187,2,98,62.41277891278008
NLP Engineer,62975,57,58,77.9587697186363
AI Engineer,134124,48,24,51.081230337772325
AI Engineer,185501,31,49,35.92741809630538
Data Scientist,200237,41,81,51.01611497776306
Computer Vision Engineer,82322,56,25,72.33220238267218
Software Engineer AI,53137,43,74,51.211923143094
Research Scientist,81684,81,15,42.30030089663226
NLP Engineer,93569,33,22,38.81774451480374
NLP Engineer,58823,90,78,45.88586886127473
Data Scientist,158195,28,2,57.919862757358395
AI Engineer,115854,60,87,47.05288385443719
AI Engineer,63318,28,75,52.914035084482485
Data Scientist,91698,100,41,34.734476886842245
Software Engineer AI,172551,88,61,45.92998457998844
NLP Engineer,69821,86,89,39.99263629064593
NLP Engineer,78789,90,40,48.37507895175371
Data Scientist,109256,47,44,53.86866292753934
AI Engineer,138419,4,50,45.19838042433707
Research Scientist,151856,33,86,87.4381140081385
Data Analyst,95056,34,89,56.869011931768206
NLP Engineer,99937,68,58,51.75666410474063
Research Scientist,65304,92,4,24.21627352957922
Research Scientist,93617,11,39,46.82727894681527
NLP Engineer,84359,31,94,65.76449254977769
Machine Learning Engineer,82882,54,98,23.590147762209774
NLP Engineer,76889,84,96,32.61120418305475
Data Scientist,40506,77,19,77.0385115632605
Research Scientist,169910,5,58,59.84111184017621
Computer Vision Engineer,106786,91,27,32.400866155634645
Research Scientist,191808,75,96,17.20023117917937
Software Engineer AI,153780,59,66,78.6830014100112
AI Engineer,147921,88,26,33.79920389007542
Computer Vision Engineer,70853,86,87,51.766406481755446
Data Scientist,32415,73,95,45.53249227044347
Software Engineer AI,69118,71,14,25.273964596041303
Data Analyst,70273,71,23,68.54914207366369
Data Analyst,109088,59,32,53.00568848589725
Data Analyst,40169,89,20,46.46233517909861
Data Scientist,85902,69,62,48.05576868125926
AI Engineer,31187,54,35,49.50973970217815
Research Scientist,193101,75,4,83.25698074727359
NLP Engineer,143843,67,60,31.536441818309957
Data Scientist,181692,68,11,67.814033634352
Data Analyst,62446,16,68,60.58813176286869
NLP Engineer,88341,59,88,86.04162650124994
Data Scientist,116710,4,85,78.28566341049765
Machine Learning Engineer,119117,32,9,17.631185383104715
Software Engineer AI,120469,61,58,75.5051650491377
Data Scientist,88952,38,61,64.60210046061043
AI Engineer,166887,67,44,35.430758477255615
Software Engineer AI,28000,24,11,25.235059002011305
Software Engineer AI,57635,22,52,82.66028447137359
Software Engineer AI,136094,13,73,42.533938447665946
Research Scientist,28529,13,26,79.32704120194474
NLP Engineer,167415,57,12,57.215716879255375
Machine Learning Engineer,197624,71,47,48.637832371228846
Machine Learning Engineer,64585,68,87,51.8852921987545
AI Engineer,64184,78,64,75.49774167238235
Data Scientist,82030,22,64,54.124858389734975
Data Scientist,57483,15,44,25.398346983778115
Software Engineer AI,161101,31,96,77.0475454996598
Software Engineer AI,166740,98,25,43.730253262227734
Data Analyst,56410,67,83,46.78815832124644
Data Scientist,91597,29,88,58.19854486436495
Data Scientist,81655,96,58,37.035756116201114
Data Scientist,119660,34,16,54.824455656734216
Data Scientist,75331,31,76,76.10062950233034
Machine Learning Engineer,45022,6,7,20.83525866824069
NLP Engineer,96734,62,73,50.07093471452469
NLP Engineer,79924,93,12,53.75056747008406
Data Analyst,35399,86,64,35.29285969560154
AI Engineer,59568,59,47,75.09685357708237
Data Scientist,36455,50,29,65.54212599534479
Computer Vision Engineer,70044,4,36,65.04479113602011
Data Scientist,95061,20,13,38.25755770278471
Software Engineer AI,169050,39,66,52.81800236447411
Data Analyst,92746,40,91,44.82728572561966
AI Engineer,135097,94,48,51.18497538526689
AI Engineer,42679,3,30,33.241569559676144
Computer Vision Engineer,73897,83,88,66.51740277178243
Research Scientist,209732,37,49,74.12083623760466
Computer Vision Engineer,64882,38,4,52.27261884339555
Data Analyst,70160,33,27,24.867166444502107
Machine Learning Engineer,211764,76,46,32.6507921535956
Machine Learning Engineer,80953,67,21,100.0
Data Analyst,42898,28,89,56.38235249738986
Computer Vision Engineer,69025,36,42,37.315031985585335
Data Scientist,166812,86,63,15.04356266163122
AI Engineer,86454,47,61,55.60225813049625
Research Scientist,72696,47,29,64.89309830739832
Data Scientist,61656,61,98,54.074585613909925
AI Engineer,138478,79,94,71.09142911318663
Computer Vision Engineer,189060,36,71,66.42592166939542
Data Analyst,56007,54,38,36.23986816706164
Research Scientist,171707,24,8,61.28778201510013
Software Engineer AI,58428,36,66,58.743645147837306
Machine Learning Engineer,88445,21,79,57.33598242473339
Software Engineer AI,79104,15,10,39.2361620137856
Data Analyst,108121,100,26,95.16408930793152
Research Scientist,47810,14,1,53.46668887197643
Data Analyst,43183,58,22,67.94674518059064
Data Scientist,83690,62,38,18.393166061747294
AI Engineer,85024,90,52,80.45344374883648
Computer Vision Engineer,85291,39,17,36.79251641455356
Computer Vision Engineer,75128,66,16,69.14994651264074
Data Scientist,137881,6,89,82.48959174489445
Computer Vision Engineer,76425,27,79,39.827530621521575
Machine Learning Engineer,46703,33,32,65.32637729058754
Research Scientist,85411,39,35,30.722738823378343
AI Engineer,62939,28,89,66.5852688496789
Machine Learning Engineer,144893,36,38,84.99696512405822
Software Engineer AI,56143,8,63,56.8531208076036
AI Engineer,63683,76,1,42.93501879341913
AI Engineer,99619,41,75,54.54315083477832
Machine Learning Engineer,124622,70,13,38.82437395649903
NLP Engineer,72981,30,49,47.10692461676425
Machine Learning Engineer,73383,8,25,63.204922101831016
Data Scientist,76094,80,46,67.31722662016145
NLP Engineer,47133,67,24,66.36758201493137
AI Engineer,158290,60,12,52.44815075576729
NLP Engineer,66956,39,69,41.0106713722694
Research Scientist,59857,71,16,61.664444938096565
Computer Vision Engineer,94870,69,88,73.71345959192658
Software Engineer AI,105620,49,10,43.519171609654535
Machine Learning Engineer,65745,37,23,89.41745413500377
Software Engineer AI,38826,35,33,44.114063279699
Software Engineer AI,133212,2,44,40.16450752928063
Machine Learning Engineer,140746,63,25,77.16342298938216
Machine Learning Engineer,32635,66,36,93.2348502198719
Data Scientist,75498,66,40,47.02175720062095
Research Scientist,101608,31,93,53.85130530087575
Data Analyst,44765,45,48,44.91251947968166
NLP Engineer,187576,36,77,46.14553458021304
Data Scientist,88103,76,65,56.868728902420706
AI Engineer,130782,8,72,66.88404519917239
Research Scientist,92402,29,33,30.15867864195521
Software Engineer AI,76928,6,40,71.66205888414055
NLP Engineer,52116,21,27,62.947741432404634
Machine Learning Engineer,102891,72,12,43.9697492978418
Data Analyst,52656,25,81,30.509869108972563
Software Engineer AI,136793,6,47,73.05669545684448
Machine Learning Engineer,52066,66,74,61.7897111349116
Data Analyst,107684,99,14,58.588527512941035
Data Analyst,154545,79,54,85.69870626424971
Machine Learning Engineer,91495,84,84,92.4158461678393
NLP Engineer,157340,3,84,55.24981079263639
NLP Engineer,176444,98,18,35.35814914759531
AI Engineer,88564,91,41,36.004797430977014
Machine Learning Engineer,63553,23,54,38.72536436603423
AI Engineer,132163,86,37,39.2243964475097
AI Engineer,114810,98,83,59.39220171639224
Machine Learning Engineer,30781,77,26,63.35609893662366
Data Analyst,53153,70,42,41.179838504178434
Data Analyst,61945,10,24,55.76210494904684
Machine Learning Engineer,85514,66,8,65.07678809354188
Data Scientist,85905,21,8,51.20409230448843
Machine Learning Engineer,201484,30,100,47.04644484621217
Data Scientist,78825,20,25,72.9093964933262
Data Scientist,130795,48,53,33.10219907434518
NLP Engineer,164714,31,1,55.10126666149547
Research Scientist,84565,44,81,87.46313313675368
Software Engineer AI,29253,46,18,41.554257452006595
AI Engineer,73691,30,98,40.66473013383217
NLP Engineer,67517,30,19,84.84029909505452
Software Engineer AI,133099,56,87,22.147248165597414
Data Analyst,41747,61,45,57.36127684685038
Data Analyst,53722,75,40,67.21743974454361
Software Engineer AI,28000,1,11,43.70189397440711
Computer Vision Engineer,68050,85,55,63.72681493262041
Machine Learning Engineer,81248,26,95,43.8627710064076
Data Analyst,56610,78,73,73.84992252821397
AI Engineer,31844,94,95,31.62392210096228
Data Analyst,95654,63,86,89.16682056790975
Data Analyst,60351,5,83,27.876188846076904
NLP Engineer,164237,41,91,75.9285531610213
NLP Engineer,109034,74,33,58.61391354441945
Computer Vision Engineer,101376,85,38,76.84333005007824
AI Engineer,111213,79,98,53.941758801084355
Computer Vision Engineer,99998,43,30,66.44550567079585
Research Scientist,176233,21,25,55.636031066961266
Machine Learning Engineer,65593,64,45,52.5250125788817
Computer Vision Engineer,58633,83,94,49.99685497623911
Software Engineer AI,119769,52,3,68.00781658204319
Software Engineer AI,110108,83,69,38.12006238794797
Computer Vision Engineer,38669,93,13,78.20907306626665
Computer Vision Engineer,90743,40,34,59.481778361226304
Computer Vision Engineer,196671,43,94,61.9250661638939
NLP Engineer,31670,12,14,42.421134572213106
AI Engineer,59194,46,52,43.936032415720696
Machine Learning Engineer,112521,50,78,70.4284268240696
AI Engineer,75372,55,64,34.92176324504193
AI Engineer,109631,33,3,78.7061375078693
Computer Vision Engineer,65503,42,31,93.07205254606605
AI Engineer,163773,50,33,30.998308342917955
NLP Engineer,156725,70,54,84.55598849978843
Software Engineer AI,115312,76,78,59.045760527145084
AI Engineer,61415,5,79,40.15766474048761
Software Engineer AI,87144,65,89,48.36904224196939
Software Engineer AI,91463,17,27,97.62742933054852
Data Analyst,32963,64,83,53.73864475294306
Machine Learning Engineer,140510,77,51,76.18061758589631
Computer Vision Engineer,80578,9,31,42.00097582937306
Computer Vision Engineer,32441,73,67,54.88939025831853
Data Analyst,74071,13,54,100.0
AI Engineer,91505,84,15,40.08997048801503
Data Analyst,84122,90,5,69.72697462462767
Research Scientist,74543,33,37,9.793850582165774
NLP Engineer,134412,96,45,86.62305646455393
NLP Engineer,66024,11,53,37.59713084161119
Computer Vision Engineer,66181,67,34,47.93059439350547
AI Engineer,115676,18,98,68.26291047240855
Machine Learning Engineer,171452,53,58,64.47196332590718
Machine Learning Engineer,114123,28,86,29.3618227957081
NLP Engineer,181358,39,49,81.41294618046676
Research Scientist,88279,40,39,5.597043476580829
NLP Engineer,108751,74,40,21.316824911675987
Research Scientist,176343,60,38,76.98328808573041
AI Engineer,179748,100,60,33.37647043331576
NLP Engineer,61900,9,4,50.768735123511334
Software Engineer AI,63864,54,90,82.80339422478217
Machine Learning Engineer,193395,28,25,54.97718086544455
NLP Engineer,33055,93,9,66.30607574481063
Software Engineer AI,64413,17,18,63.01704933475422
Software Engineer AI,184457,73,65,60.39472294304494
Machine Learning Engineer,84734,43,22,52.81648774663918
Machine Learning Engineer,29053,98,47,59.39514878317279
Computer Vision Engineer,110026,97,52,43.57379022730458
NLP Engineer,154108,70,48,73.03878177718664
Machine Learning Engineer,205147,51,60,40.07033712851973
AI Engineer,215040,24,99,56.03124236952782
Machine Learning Engineer,79762,61,12,67.77887920894888
Computer Vision Engineer,153937,27,5,69.8040934532758
Machine Learning Engineer,167158,72,75,13.807190635565192
Data Analyst,46637,36,9,38.377245576088214
Machine Learning Engineer,63198,70,80,60.324901717658186
Machine Learning Engineer,75646,58,81,91.73581460351063
AI Engineer,60182,26,84,39.0863905045605
AI Engineer,114320,11,21,62.62596040390136
Machine Learning Engineer,37612,89,90,70.74302980645007
Machine Learning Engineer,93855,18,96,70.50418377408293
AI Engineer,76963,17,63,48.80086942635368
Data Analyst,74088,75,54,72.99544307634048
AI Engineer,70852,36,72,39.361490017890674
Computer Vision Engineer,106121,96,94,35.330622113489014
Research Scientist,151461,91,44,26.54623218809207
Machine Learning Engineer,147844,26,8,100.0
Research Scientist,63075,60,63,55.55280831887522
Machine Learning Engineer,138726,70,94,51.7620347693596
Computer Vision Engineer,191380,57,55,56.89181692260247
Machine Learning Engineer,67405,53,42,63.55516532076887
Computer Vision Engineer,74832,6,94,3.358341977489701
Data Scientist,108501,58,1,45.805810524001856
Software Engineer AI,68641,20,85,49.358984022154345
Research Scientist,40902,26,98,62.39336572996381
AI Engineer,133488,37,45,70.4316355257067
Data Analyst,54092,10,15,74.02626420483965
Computer Vision Engineer,67024,69,28,34.16338036246967
Research Scientist,182580,67,44,57.726332739417174
Computer Vision Engineer,98487,1,11,61.443824532134464
Data Scientist,167109,55,65,33.23714628758584
Machine Learning Engineer,68628,36,19,47.29537705866842
Research Scientist,92537,17,52,35.57088209781269
AI Engineer,122230,59,80,66.94148844262975
Data Scientist,86928,89,78,33.97874736353971
AI Engineer,59293,97,77,46.261961971967565
Software Engineer AI,66040,49,64,65.58244397452985
Research Scientist,88658,57,88,67.287386558528
Data Scientist,97037,39,80,58.756140587510686
Data Analyst,81331,89,29,21.788151351644323
Research Scientist,37767,69,6,3.629761326771885
AI Engineer,91795,10,54,28.061223420001703
Data Analyst,71701,61,98,39.54760820474322
Data Analyst,80162,56,32,62.3896923114269
Machine Learning Engineer,135483,2,89,62.297180813209046
NLP Engineer,182389,78,37,53.6342564897685
Machine Learning Engineer,60105,6,47,68.23721395921035
Software Engineer AI,82970,9,75,62.89559320135815
NLP Engineer,30417,33,90,62.743101098264646
Computer Vision Engineer,187440,29,98,71.90383031574056
NLP Engineer,147883,7,13,27.31226179848072
Data Scientist,52812,29,7,79.8396973708621
Machine Learning Engineer,75684,51,73,56.65798700310624
Computer Vision Engineer,84902,14,75,57.45056099730985
Computer Vision Engineer,109979,46,1,65.61968212494925
AI Engineer,39071,86,49,44.31958288488039
Computer Vision Engineer,121015,65,42,64.12170676314086
Software Engineer AI,58527,86,56,64.85377010663251
Machine Learning Engineer,150654,79,69,41.05851911484584
Machine Learning Engineer,147694,33,67,54.08030567531184
Software Engineer AI,74315,72,77,55.60852153910746
NLP Engineer,75120,80,18,66.55018360346243
Data Scientist,68814,47,72,66.31771521936648
Data Scientist,68247,45,97,37.93231280667206
Software Engineer AI,128831,50,20,81.91938932882272
Software Engineer AI,183452,12,44,29.68771076682888
AI Engineer,99199,38,20,46.97540870067378
Software Engineer AI,30864,84,31,49.89869336094242
Data Analyst,38473,12,20,51.45222427066507
Machine Learning Engineer,114592,20,92,68.19937450785271
Research Scientist,200314,23,91,52.6158941031966
Data Scientist,62541,80,42,47.580160341632464
AI Engineer,89058,15,72,85.30138636347012
Data Scientist,185338,62,76,39.00042576678761
NLP Engineer,117785,34,53,64.39446337490834
Computer Vision Engineer,79366,5,91,73.94505693810423
NLP Engineer,42290,25,79,47.68072794288213
AI Engineer,107573,32,82,70.60010000583128
NLP Engineer,79687,77,49,37.27029195470691
Machine Learning Engineer,63371,1,73,58.47798345000351
Research Scientist,69534,28,50,50.645429878162375
AI Engineer,41444,25,62,35.07680951081058
NLP Engineer,43224,66,36,53.86476372167129
Machine Learning Engineer,186079,32,37,45.720346130094015
Software Engineer AI,65511,80,14,31.29008635518645
Software Engineer AI,119992,86,41,35.96079595907474
Data Scientist,122869,59,82,60.419998739614904
Data Analyst,116159,21,46,64.37779045521759
Data Analyst,58986,11,40,39.007808036855735
Data Scientist,135095,13,68,16.432593546931678
NLP Engineer,131904,97,39,51.15405451060389
Data Analyst,73239,36,82,60.142580171970145
AI Engineer,159509,23,58,38.06112824768952
Computer Vision Engineer,146159,53,43,80.7950259639718
Computer Vision Engineer,126989,33,62,65.80919708410042
Data Scientist,105237,75,47,64.7588420614351
NLP Engineer,108907,72,66,31.757288067965405
AI Engineer,162331,42,36,47.61884346935175
Computer Vision Engineer,203697,18,67,34.64696277865886
NLP Engineer,96497,36,29,57.05454833767142
Research Scientist,62117,76,99,79.27284996104652
Machine Learning Engineer,63957,94,9,64.57203789036654
NLP Engineer,116657,2,8,54.49159578969455
Machine Learning Engineer,112183,25,57,64.43705829693178
NLP Engineer,83542,71,88,47.51439948455657
AI Engineer,201536,10,26,39.50183177002511
Research Scientist,61142,87,42,30.26619992528424
Computer Vision Engineer,91367,85,37,54.40727332138069
Software Engineer AI,135419,8,82,89.40990687454502
Computer Vision Engineer,69925,27,69,34.54794147764068
Data Scientist,96439,6,45,68.45688670178046
Computer Vision Engineer,44952,40,57,57.427284963628935
AI Engineer,59775,72,55,33.07024823907085
AI Engineer,38824,65,77,71.36662820813298
Machine Learning Engineer,72658,32,12,39.329585898335395
Data Analyst,121060,4,88,47.4489518393954
Machine Learning Engineer,156283,39,84,68.32581301694522
NLP Engineer,76678,4,68,48.4205370160237
AI Engineer,43713,11,25,52.08039535720175
Data Analyst,86430,49,1,30.131741000976653
AI Engineer,79586,1,19,53.25166858195632
NLP Engineer,70108,76,60,55.30512817279482
Data Scientist,81542,40,13,41.50890786600374
Research Scientist,33469,97,38,68.31151719296533
Data Analyst,108538,58,94,88.47150801263138
Data Analyst,153322,9,56,62.56769592676187
Software Engineer AI,60341,5,56,69.70568013967402
NLP Engineer,209245,53,61,66.20539509588164
Software Engineer AI,35260,47,6,27.931067954048817
AI Engineer,78549,72,79,69.34380690910606
NLP Engineer,101928,76,70,49.841707107225666
Data Analyst,49920,70,62,40.361139922659206
Machine Learning Engineer,35796,5,41,23.973139384155996
AI Engineer,229286,72,60,62.42689119425398
Computer Vision Engineer,111929,64,12,37.74729903021321
Computer Vision Engineer,29047,72,5,23.73619120021067
Computer Vision Engineer,127692,40,45,82.29426120889174
AI Engineer,69495,31,12,62.19226465256791
Research Scientist,43284,13,76,29.68188859523978
Research Scientist,109320,59,4,64.87647512559217
Research Scientist,210771,21,50,57.03914661719848
NLP Engineer,77612,41,9,90.12947938600476
AI Engineer,225010,95,96,27.91759666212484
Software Engineer AI,70671,94,64,41.749733624305904
Data Analyst,95865,60,24,54.24308718134887
Research Scientist,42100,3,5,49.26550733866389
Computer Vision Engineer,94131,80,15,17.686089346215788
Computer Vision Engineer,38714,61,1,92.95820029573164
Software Engineer AI,134584,4,10,38.13586003384277
Data Scientist,59937,14,81,68.09825757437761
Machine Learning Engineer,107561,13,3,51.786046774302505
Data Scientist,59720,48,36,39.334739558243925
Computer Vision Engineer,68730,7,39,39.170291139690654
Computer Vision Engineer,56953,78,64,64.56334901845972
Software Engineer AI,36869,16,1,48.3391748428884
Data Analyst,109562,84,37,41.83823865563341
Machine Learning Engineer,151821,19,77,39.68274853436975
Software Engineer AI,59191,50,80,29.56764162554355
Data Analyst,105993,94,45,20.697339857290984
Data Analyst,40672,20,3,51.88883972793422
Software Engineer AI,97191,7,89,100.0
NLP Engineer,118515,2,94,68.53656977815456
Machine Learning Engineer,133412,1,29,36.80527999454088
AI Engineer,40021,48,22,72.44757584810503
Data Analyst,98781,85,14,43.61547326749344
Data Scientist,108971,48,70,45.98950867217585
Research Scientist,173502,80,41,48.44337129201307
Data Analyst,60061,53,25,62.5462983831358
Data Analyst,68742,34,37,62.225054374901255
Research Scientist,88077,69,43,32.749914833215705
Data Scientist,42465,58,9,52.67915856128294
Data Scientist,87765,17,27,73.40232625641585
AI Engineer,69020,15,87,56.85757408214552
Data Analyst,79885,86,7,50.25019105082722
AI Engineer,155693,69,12,47.501319268563705
Data Scientist,99527,99,1,77.48762413863658
Data Analyst,28000,45,59,37.42525102407704
Data Scientist,206439,32,17,61.171405833390466
Data Analyst,53604,20,24,65.40889286043925
Machine Learning Engineer,56891,76,60,44.2100956038834
Computer Vision Engineer,151581,82,87,42.82697433509966
Data Analyst,88081,43,10,64.10870878753066
Software Engineer AI,77009,93,57,51.87697039467127
Data Analyst,89884,34,21,90.46595013977544
Research Scientist,187326,16,85,34.13527597382617
Data Scientist,72391,81,26,44.67607645922634
Research Scientist,80378,41,67,81.56473016132304
Software Engineer AI,57414,85,26,56.408233197634914
Research Scientist,184790,50,83,47.43117113626787
AI Engineer,155513,19,1,61.16989191053088
Computer Vision Engineer,130216,51,88,65.89743364064644
AI Engineer,149013,33,31,48.10882745964776
Computer Vision Engineer,28000,52,33,55.85306339345653
Software Engineer AI,132047,23,39,55.95352878396411
Data Scientist,146530,86,10,65.12062271725267
Computer Vision Engineer,81806,21,77,44.270544198492445
Data Scientist,37501,86,87,29.20388124952906
Computer Vision Engineer,94626,37,47,45.42648452530875
AI Engineer,96780,72,77,32.90641107145956
Machine Learning Engineer,133229,32,27,44.10247859368071
Software Engineer AI,36208,32,72,82.59569210237564
Data Scientist,62157,99,38,53.326910719745534
Software Engineer AI,73391,25,78,32.721536474325475
Software Engineer AI,108730,15,100,56.080815799440096
Data Scientist,193123,60,13,75.51497897331132
AI Engineer,83405,59,64,80.63804063093869
Machine Learning Engineer,162359,40,91,60.271399829636216
Machine Learning Engineer,34382,38,15,54.40121791688361
Research Scientist,105170,76,13,40.90116282659706
Computer Vision Engineer,41328,28,14,67.27157911838769
Research Scientist,72644,46,60,10.843174161616233
NLP Engineer,192759,41,72,54.99607198491776
AI Engineer,101006,72,10,66.36752275277871
Data Scientist,84773,79,92,31.764119094900085
NLP Engineer,94650,2,64,85.48038972183595
Data Analyst,28000,11,79,70.32800338408357
Data Scientist,114009,12,35,74.44769919393343
Data Scientist,103812,85,49,88.28019415809364
Data Analyst,80127,1,37,56.776435917556235
Data Scientist,49238,14,97,58.32468774231064
Data Analyst,28000,49,29,71.13416164633456
AI Engineer,81263,85,29,34.23959284362686
Computer Vision Engineer,96030,62,25,34.51805319988002
Data Analyst,28861,83,86,2.0157369186801475
NLP Engineer,101344,8,41,35.35268836366819
Software Engineer AI,186016,94,59,65.95226988979795
Machine Learning Engineer,158591,52,6,91.11307364570033
Data Analyst,100564,12,8,58.22917155502769
Data Scientist,88653,75,28,25.230024919016753
Machine Learning Engineer,80977,80,50,84.90472136017634
AI Engineer,55872,60,75,88.86216607090003
NLP Engineer,68134,90,30,71.5983139385088
NLP Engineer,60077,70,43,53.29256535318779
Research Scientist,107189,16,33,55.25567409504461
Data Analyst,47701,41,66,28.873843732731512
Research Scientist,63976,81,73,51.893839488817434
Software Engineer AI,183724,98,16,33.98295462008748
Machine Learning Engineer,132621,12,90,59.6823069703784
Research Scientist,83483,65,20,47.97006145099207
Software Engineer AI,69401,54,33,54.47781998752444
Research Scientist,148624,59,100,51.91290029267978
Machine Learning Engineer,106707,43,51,61.96678586996138
Computer Vision Engineer,161545,41,70,71.18521772476376
Data Scientist,93410,69,33,60.686162054374435
NLP Engineer,189384,16,1,57.82976599939151
Data Analyst,49870,82,16,32.259181130899236
Data Analyst,115936,63,90,77.40582570933555
AI Engineer,98745,4,58,68.88855610212752
Data Analyst,113385,97,90,44.316599466458314
Research Scientist,113109,66,53,59.954881128704315
NLP Engineer,158271,40,60,64.5212753156436
Computer Vision Engineer,72167,60,32,51.38281736846575
Software Engineer AI,52010,72,19,38.47574741067664
Data Analyst,132351,62,81,69.50423352300713
Machine Learning Engineer,81288,31,50,48.35245055902962
Machine Learning Engineer,126805,76,6,65.79104060647128
Software Engineer AI,196831,94,24,69.57919609510736
